1553235_at,1553640_at,1554154_at,1555687_a_at,1555888_at,1555962_at,1556228_a_at,1557322_at,1560303_at,1561631_at,1561928_s_at,1564876_s_at,1565306_a_at,1567237_at,1567590_at,1569362_at,201056_at,201489_at,202063_s_at,203080_s_at,203769_s_at,204055_s_at,204648_at,206329_at,206827_s_at,207004_at,207084_at,208819_at,209001_s_at,209475_at,209811_at,210387_at,210956_at,211171_s_at,211445_x_at,212848_s_at,212864_at,213222_at,214857_at,215507_x_at,215636_at,216794_at,216888_at,217142_at,218729_at,219292_at,219495_s_at,220778_x_at,221840_at,221954_at,222020_s_at,223888_s_at,224370_s_at,225013_at,225366_at,226298_at,226573_at,227196_at,227476_at,227618_at,227738_s_at,228757_at,228835_at,228878_s_at,228949_at,230291_s_at,230978_at,231541_s_at,233443_at,233546_at,233871_at,234110_at,234271_at,234972_at,235765_at,235825_at,235934_at,236195_x_at,236849_at,237707_at,237851_at,238023_at,238821_at,239135_at,239657_x_at,239847_at,240849_at,241458_at,241556_at,241771_at,241817_at,242180_at,242306_at,242366_at,242980_at,243283_at,244070_at,244160_at,244626_at,244630_at,51158_at,Class
33.3608,19.7475,29.1624,18.1133,359.889,39.1923,163.88,20.5375,8.23505,6.19356,32.8945,36.3601,16.0933,17.2178,13.6144,7.41957,111.054,835.845,20.9272,848.601,55.8788,58.2363,101.951,24.3199,57.5867,134.75,17.1524,1098.65,1377.27,537.387,61.6716,297.986,19.5402,14.9753,1143.43,60.3898,319.222,54.8413,136.602,57.9844,15.6138,34.5777,78.8834,179.875,114.308,105.054,52.2561,114.374,1705.28,233.084,19.5728,24.2222,5.75259,21.7629,124.919,188.015,73.4114,9.21661,356.12,445.822,204.768,61.0816,57.8792,36.6397,121.56,6.28594,25.2203,34.9284,43.3769,8.07653,11.9687,6.3434,32.2298,143.696,31.2897,18.5019,43.7737,72.3032,16.2858,14.8664,53.5895,13.3797,10.4304,1246.47,77.5206,9.5364,51.8222,52.1775,56.6502,17.8051,153.467,27.604,15.0368,424.332,7.40452,14.1067,17.9756,49.5039,9.27607,40.3747,20.0372,Control
20.3647,17.4092,38.9368,23.7163,283.017,45.1555,217.798,21.1275,8.83461,6.55402,33.8447,23.9564,12.998,12.9561,15.6133,7.4515,126.204,1272.52,29.5547,603.016,65.3824,21.8031,100.721,21.0432,60.5503,99.7707,17.3214,1557.46,1384.64,360.242,71.6995,87.4331,18.0999,11.7229,1113.13,62.66,602.912,120.064,122.163,61.9007,10.8486,31.2761,47.321,131.777,283.447,173.445,80.5456,81.2411,1356.66,385.057,20.9258,27.6223,6.03416,17.7209,153.186,241.728,52.8636,10.8913,342.873,398.226,114.991,63.1269,72.0961,27.2977,406.107,5.89152,17.1376,36.153,39.0879,7.18531,11.2143,6.56247,18.4219,150.059,21.2096,17.239,39.6819,69.3005,27.6041,9.58431,47.6009,11.6339,11.5731,1635.49,49.1082,9.22119,47.9079,54.9282,59.4802,21.5128,142.936,26.171,9.47772,546.911,8.69272,12.6859,15.993,36.0179,8.17517,22.4285,18.9837,Control
27.9006,18.9596,29.8095,14.572,225.697,46.289,138.467,14.3452,8.75206,6.3593,35.8047,41.3573,16.5384,14.0357,16.4318,8.48698,104.557,1041.34,22.6226,370.126,55.4288,9.37316,125.513,25.0616,49.9402,86.4124,21.4934,1517.96,1057.48,313.632,33.8643,74.9345,16.234,14.5922,1154.11,36.7707,405.978,52.9325,148.673,56.8763,15.9204,32.7239,85.2841,141.925,173.294,118.354,25.2422,85.4244,1391.96,207.827,15.6291,33.03,5.61658,29.4951,121.89,139.326,63.1839,8.55467,308.326,389.612,176.722,54.4895,41.5294,37.6973,286.496,6.65882,23.632,31.1479,46.4278,9.45963,10.0231,5.34944,32.9142,132.675,21.0728,21.1533,27.1876,65.626,29.7805,9.48336,69.2952,17.6509,18.3867,1155.08,82.2857,8.43008,53.4623,39.3071,55.1038,15.9903,85.489,36.1033,12.5373,388.303,10.5606,7.98052,17.8719,30.4141,8.40569,34.8506,21.9641,Control
28.8022,16.8743,39.0337,14.5871,421.665,46.285,223.672,24.2442,8.89649,5.29385,30.2873,28.2487,10.1643,10.8311,13.2002,8.25563,143.214,1361.5,31.7247,903.315,66.6424,29.4956,81.619,18.761,50.2786,82.9434,14.097,1552.7,1380.08,508.118,74.8866,348.315,16.4276,9.99194,939.497,60.8923,662.805,82.9711,129.939,45.9624,9.59031,32.1329,51.3411,134.988,299.695,149.347,90.5303,58.5634,1935.49,466.29,15.6445,26.6176,7.11671,15.7996,176.249,220.586,48.0365,8.5093,425.049,610.554,118.446,59.4001,66.6424,32.1727,401.923,5.85349,15.6853,35.2787,30.2196,10.447,11.3391,6.65879,18.4309,136.947,17.8299,18.7373,34.028,61.117,35.838,9.56443,43.3529,11.0099,14.1417,2190.02,51.9577,8.82071,44.1407,60.7724,50.3063,17.9251,242.558,21.3488,12.6698,518.227,10.7823,10.5144,12.1781,33.3052,10.0542,25.543,18.7415,Control
24.5888,14.3134,32.5501,29.5642,405.045,37.3286,193.793,24.2855,8.67019,5.91327,31.7842,28.6932,12.9609,13.1569,12.8675,8.37737,81.9566,1114.58,25.3401,729.165,46.6513,37.7545,89.9763,20.6878,58.8581,86.4469,13.5588,1550.35,1472.26,494.964,75.2638,85.9213,16.234,11.8194,1135.31,42.4424,519.518,107.616,154.637,43.7421,10.2617,22.8277,46.8211,139.661,252.556,165.546,73.7178,67.4014,1333.25,329.05,14.169,29.6353,5.1399,18.966,167.717,227.474,48.5811,10.5013,299.75,411.892,111.786,49.3286,60.2388,33.0784,299.367,6.89748,18.2323,27.5057,33.1274,8.79186,10.6323,5.94889,22.7524,164.363,25.0084,20.4248,40.1259,57.2518,19.9739,11.6024,49.4929,13.6819,15.2599,1561.75,53.186,9.78181,48.2974,56.8657,50.777,17.9854,159.786,25.2525,12.8883,398.07,7.6125,15.4372,13.6126,35.6123,8.85207,27.3722,18.2276,Control
23.9908,17.5053,29.5791,21.5471,436.515,48.9628,220.173,17.707,8.19485,6.88363,32.1112,30.9913,19.5673,15.7044,11.4839,7.38675,125.012,1157.55,27.7896,1081.1,49.4102,33.5825,104.378,19.4216,50.1574,95.4878,15.4218,1315.68,1332.06,512.88,61.4991,151.008,15.4195,13.4176,1228.52,63.3334,523.948,140.738,157.316,45.5977,10.6783,22.4828,61.1028,161.268,271.868,158.148,61.8184,85.8006,1324.6,328.653,15.3421,25.0601,5.40822,17.148,117.605,249.497,52.9005,12.918,367.671,504.108,156.821,52.6296,58.4032,39.6725,408.228,5.63214,17.2859,28.5822,45.3528,9.38522,10.1111,6.31434,34.9507,164.923,31.8422,17.7583,42.5278,64.6106,27.8845,10.834,54.7861,17.3752,14.4249,2433.96,65.0644,9.42644,55.5716,60.7219,49.115,16.8142,179.72,33.0351,13.2494,482.341,7.62221,11.8989,16.3063,33.8355,8.64982,35.0379,23.304,Control
27.4004,19.0885,30.2254,12.8964,214.156,65.5587,177.111,18.6489,8.25171,7.06606,28.7937,44.3505,22.3295,17.4697,13.6363,6.60973,100.116,741.719,20.2444,667.386,54.0503,19.0328,114.915,21.5334,60.9,100.181,18.95,1289.26,977.107,336.648,68.1608,438.452,15.6996,12.6791,1288.43,52.483,385.715,95.1194,134.373,43.9489,11.7007,30.0936,62.3921,154.884,150.55,131.848,57.1067,85.8561,1362.83,243.57,15.2775,30.074,4.82962,26.1155,137.75,206.592,61.0489,8.07969,311.933,314.202,161.932,52.7738,59.4588,44.7311,125.514,6.62825,16.0148,29.0765,44.5767,7.4818,12.9517,5.86145,41.659,147.073,27.0116,22.4647,44.6742,53.7685,23.6856,9.26468,78.3106,17.663,15.8209,1180.94,85.6591,8.86684,62.5254,38.092,50.1461,21.7987,115.006,38.532,13.7671,471.823,9.42259,9.2345,16.0672,41.5581,9.81305,35.1105,21.2217,Autism
34.367,22.2331,20.4669,16.6896,469.755,67.6043,147.211,16.3407,7.5393,6.48372,32.0267,48.3979,17.3008,22.6812,13.756,7.64491,92.954,1051.89,22.9674,810.276,32.7245,21.7548,115.395,25.8026,66.0682,116.561,16.6972,984.522,1302.08,534.926,49.4684,153.87,18.0845,17.0353,1212.55,58.134,331.775,72.1601,140.61,48.1434,12.9642,31.7598,72.772,156.068,277.115,150.14,46.7391,113.26,1357.44,355.308,17.7068,31.9659,4.94721,16.9007,97.2935,275.545,59.7921,10.6681,287.155,464.06,151.932,71.4267,62.5872,46.2346,215.807,7.00722,25.2282,33.488,41.2196,7.08632,11.6789,5.78346,38.8385,182.926,27.107,22.2397,50.5961,76.9115,23.4824,9.4841,57.5673,19.3875,11.8864,2212.56,113.642,9.20958,64.7847,38.3633,58.3654,20.6059,198.004,43.1687,14.1049,429.652,8.41939,10.401,22.6877,48.6369,9.0035,39.9151,20.857,Autism
29.6091,17.0704,32.2512,10.8107,250.597,55.6126,190.027,20.1233,7.05064,7.19483,50.5437,40.0113,16.6124,19.2358,15.5836,8.46269,83.6086,1198.29,19.0404,495.217,54.2032,16.6631,141.156,26.2165,73.7103,138.298,21.6077,1469.6,1310.3,512.044,56.0675,114.598,14.5294,15.6145,1082.8,51.4006,364.172,95.8788,124.533,50.9548,13.6469,26.894,66.4732,155.753,183.688,138.967,53.569,86.5594,1188.73,226.826,16.9534,25.3091,4.75236,22.7761,148.075,168.219,51.8728,10.9611,296.403,340.729,193.911,67.7884,47.895,44.2627,232.711,6.65931,28.8381,30.2339,42.1403,7.36463,12.791,5.90087,38.4286,132.426,33.264,19.0394,47.5496,68.2338,22.6517,10.508,79.5291,18.1148,12.2423,1175.4,85.3321,7.39932,61.754,41.5793,75.2113,21.3266,115.326,35.7063,19.2464,400.984,10.3501,11.3748,16.8754,43.0044,12.0744,35.9788,19.4431,Autism
25.8897,21.9677,27.8265,14.9245,346.899,59.6958,164.211,24.6083,10.7261,7.88895,40.7866,38.3075,25.4999,16.658,16.658,7.44635,80.8691,848.918,25.5393,365.237,49.8854,12.177,186.868,29.5202,63.2158,179.471,17.0669,1209.55,1312.43,408.467,72.7617,152.38,17.9106,17.637,1131.53,53.3892,572.278,69.4519,95.3854,55.7863,12.6813,30.1891,74.6693,133.101,197.665,105.743,43.7345,98.8563,937.548,287.536,22.5867,28.136,4.79748,29.9015,119.675,142.902,69.364,9.84091,276.424,260.885,200.158,68.1614,62.0667,58.7831,354.92,9.05591,27.0635,44.058,49.3638,5.57767,11.3413,6.34126,28.8587,109.09,29.3459,24.6116,71.7715,61.2618,29.3749,11.8757,75.5195,21.8081,12.2354,1288.57,113.314,8.90575,56.3004,37.6853,56.7517,27.3454,131.021,44.7504,16.2273,433.755,14.4854,8.91707,16.5859,48.1277,14.5323,44.3807,25.2595,Autism
27.8479,21.6387,28.2389,17.1094,290.384,47.9234,178.472,13.3292,8.76404,6.79517,28.2681,36.3591,23.3174,19.0754,12.4839,7.46744,106.274,608.88,22.4233,379.755,51.8724,21.6725,105.708,20.8794,55.5148,105.453,15.4711,1117,1054.5,532.865,59.636,519.203,14.542,11.8036,1211.59,58.655,295.337,102.943,195.588,63.6652,17.0889,18.5122,63.8954,142.916,209.79,118.632,58.1595,111.98,939.129,188.011,20.8181,28.2417,5.38414,20.5941,91.6379,196.173,62.9909,9.26803,316.104,277.545,172.353,54.0223,55.6602,43.0493,157.212,6.45277,18.1651,31.0527,55.6742,6.84613,13.2861,5.80705,33.1361,190.326,30.0929,18.8819,55.8087,60.0291,23.0626,9.3338,81.9603,14.3376,12.4861,1006.2,126.029,9.10934,52.9963,57.5108,49.9651,18.728,122.968,33.7556,17.489,345.969,7.62523,10.0116,14.7884,44.4464,9.08544,37.3233,22.5817,Autism
36.4411,18.0401,36.3378,14.4695,267.548,55.3707,245.687,18.4746,8.52564,7.37252,37.7188,38.6172,16.0962,12.0614,21.247,7.92727,123.723,1019.14,25.8593,385.437,61.2042,43.8006,99.4274,26.2917,59.888,107.636,20.6371,1361.3,1211.4,341.167,44.7355,182.575,16.0615,13.9648,1112.96,52.7514,465.219,62.9478,139.983,62.4732,12.6342,23.0047,61.0849,149.365,190.332,106.145,44.7355,104.295,1441.73,350.792,16.5747,34.8979,5.35392,23.9563,52.3823,204.117,48.1428,10.6409,350.353,483.24,130.094,56.3164,67.968,40.5519,79.3256,7.30337,29.6302,48.9511,44.9783,7.3814,12.7704,6.92849,24.4992,91.2932,23.0543,30.2393,46.4864,81.8142,27.6535,10.6361,69.4222,17.427,13.7217,1102.17,42.0034,7.14979,54.4229,64.5187,58.6007,20.5111,129.777,34.8946,14.1214,470.727,10.9122,12.7779,15.8333,31.7987,10.5734,30.0231,20.2471,Autism
25.5314,16.7785,31.3287,19.3706,338.396,46.9135,200.397,17.7166,7.93255,7.46044,33.3469,33.5759,18.4877,13.3199,14.7586,7.5341,105.437,1077.75,23.9076,829.022,49.6989,35.7634,105.87,21.2372,52.0634,92.5376,19.1751,1376.76,1184.14,436.261,59.0675,241.634,14.8716,13.7283,1098.84,65.5435,537.833,82.6869,141.574,50.6536,13.5108,25.5314,60.6797,132.169,223.77,140.216,55.5231,98.3018,1342.69,312.529,16.1968,23.9295,4.68761,15.5001,148.863,221.944,62.8932,8.37128,371.6,426.739,169.407,50.1833,57.5538,53.7363,193.569,7.21832,21.7196,33.4837,49.3598,7.50426,14.5171,5.95721,42.2028,157.399,23.1768,21.8736,43.8824,60.3301,35.0535,9.60768,68.978,16.4714,11.4615,1764.18,65.7796,7.26442,61.0072,49.0674,54.3316,21.6455,153.108,32.3365,14.7624,497.917,11.2267,11.1083,17.3486,45.3334,8.75707,35.5308,20.5088,Autism
22.8567,22.9275,33.0155,11.3977,146.631,65.7144,148.806,12.0449,9.53096,7.03611,32.9595,39.5484,16.0184,15.6318,15.4868,9.27593,99.9628,1047.82,23.3711,276.998,66.2117,16.1516,139.957,30.8974,81.9192,92.6768,14.8941,1837.85,692.058,205.473,44.9684,221.078,17.5639,16.9897,972.884,54.5884,358.71,27.2396,154.747,49.8044,13.4872,22.9947,54.4496,139.479,164.036,71.5269,43.5631,112.115,518.368,315.397,13.8316,33.2902,5.61564,20.9106,69.8883,109.528,69.068,6.90608,191.448,431.338,152.802,59.9918,36.8585,41.365,61.5734,7.48924,22.7198,42.6683,47.9704,7.52099,10.7597,6.73,31.6729,153.21,18.2616,23.7406,49.9432,77.2097,23.9823,14.3718,74.8273,17.3613,11.0725,870.481,69.7722,10.5181,73.2757,45.8489,65.1448,17.9471,115.849,39.5484,14.2469,225.18,10.4487,10.8084,21.934,40.8715,9.3486,39.3106,20.871,Autism
39.0083,23.8862,24.7388,12.9829,256.6,43.9817,184.424,24.149,12.165,7.26063,34.8802,47.2428,24.5755,20.9709,14.186,8.02454,86.3245,615.777,22.6936,398.514,41.0978,22.7775,112.82,20.59,67.7348,114.269,15.8204,905.238,1285.4,373.795,44.8751,124.669,17.0923,16.3675,1514.37,67.1506,429.722,69.9086,138.367,48.7963,11.9481,42.5434,62.5509,169.404,173.855,137.942,51.2893,128.411,877.642,226.271,19.886,25.2259,5.16858,20.36,119.199,175.626,54.0821,8.02005,274.137,300.8,157.242,67.3491,57.8036,50.6984,161.013,5.75213,22.0434,43.2769,40.1808,7.1894,16.2268,6.10975,34.6203,142.769,20.1998,19.9891,54.2223,80.5786,20.8002,12.164,59.7156,21.409,12.6414,866.797,96.5676,8.55454,59.3858,34.7702,67.0947,22.8941,85.3995,46.9768,16.6563,357.899,9.44238,15.605,26.4741,42.1968,9.74194,42.2812,20.8098,Autism
28.6756,14.081,29.5863,15.9014,136.519,60.2282,185.498,18.5436,10.6553,5.82582,28.541,32.3466,15.8496,13.7555,15.3026,7.84199,91.4391,545.844,25.1551,310.484,62.1869,17.8636,93.2351,22.0608,56.0972,93.4764,16.2163,1402.11,1198.26,335.167,52.2879,370.365,19.0201,11.3761,1269.72,64.2494,302.723,151.486,157.322,47.869,15.0326,25.0963,52.9485,148.486,177.027,136.791,61.8468,75.3686,772.936,184.941,12.4445,26.3757,5.46145,14.801,135.112,161.471,47.6066,9.05503,289.914,155.441,170.418,55.778,68.9541,47.4429,96.8423,6.60652,13.1455,39.7223,49.5892,7.56789,10.5392,6.08988,27.4495,155.574,24.5194,18.8589,41.6561,61.493,20.1634,9.12794,56.8571,15.6484,12.9145,745.321,74.0587,8.93442,38.2905,42.9484,59.3836,16.9231,87.4828,27.5132,15.4334,326.552,8.04149,15.773,13.0617,35.3576,8.94979,27.5669,19.8464,Autism
30.4526,15.2098,33.5338,14.8071,256.953,45.3306,151.415,15.3061,8.40675,6.51506,33.632,35.2492,13.4108,14.075,11.8943,6.98884,110.662,635.749,18.3227,536.945,36.915,38.924,118.583,18.0751,60.3922,99.9668,19.6745,1216.34,1486.17,435.016,62.825,248.845,14.4238,14.2375,1284.63,51.89,312.921,52.8219,144.414,54.617,12.9431,23.7003,55.4271,130.203,207.508,148.339,65.3557,86.324,1171.95,257.891,17.4235,30.1892,5.12183,21.7491,125.991,231.584,63.7679,8.70505,415.544,326.25,167.159,53.1451,77.0982,42.5641,284.79,6.00083,22.4828,42.4737,46.604,7.93042,13.0685,5.13755,37.7558,170.669,26.925,14.0902,44.4538,65.5135,22.3677,9.68345,51.5598,17.7491,11.3594,1305.62,56.2112,9.51721,50.099,44.7905,59.9105,21.8676,95.2715,42.3678,13.2378,344.063,9.66867,10.2476,20.4175,50.9536,10.4592,33.932,20.6565,Autism
19.0682,18.7138,25.9223,11.4459,406.602,58.2352,251.805,19.0015,8.91138,6.70288,36.6192,35.6589,10.5399,16.119,22.8083,8.61025,101.442,1347.93,31.6218,605.043,84.9175,23.0919,82.7436,24.6646,52.9392,93.4476,19.1525,1589.82,1449.61,504.911,74.4311,131.765,20.2589,16.2105,1256.27,62.5933,645.149,121.924,132.923,48.7324,14.6953,20.0553,62.5562,153.562,405.037,180.895,77.6802,61.5048,1725.08,389.148,16.8962,32.1612,5.42094,27.2831,166.728,231.714,40.1691,8.5565,440.255,708.426,119.082,71.9377,54.1138,23.1902,226.086,6.71527,22.8596,32.7549,48.8262,10.9939,11.5621,5.92444,16.5644,145.855,22.4916,24.7167,33.8651,57.8506,34.6261,8.4596,62.5183,11.9555,13.7477,2345.13,117.858,8.4286,54.922,79.5639,60.1186,14.4113,244.102,27.9405,14.7464,705.121,7.03562,12.586,13.9348,39.8775,10.2135,31.0169,19.1746,Autism
35.7907,16.8228,34.9063,16.1869,306.177,51.517,212.706,26.6153,10.5563,6.58069,36.7766,37.0473,17.1079,10.5357,11.7947,7.18099,115.058,875.923,24.4288,814.16,52.0263,19.149,76.4343,20.0408,51.4344,92.4332,15.1627,1628.78,1363.75,491.053,22.7202,282.377,16.6276,14.4721,1227.29,62.4229,387.844,145.54,164.082,44.8617,9.94844,22.5613,43.217,153.73,274.51,190.467,68.552,67.8929,1743.6,319.578,17.0629,23.0719,5.98926,18.2897,198.244,211.629,48.8358,9.14541,368.362,374.809,101.182,45.82,73.4475,39.4393,338.984,7.14979,14.1074,29.4601,35.9073,7.18808,9.10576,6.52919,36.9858,132.724,21.8802,20.6449,37.3978,70.5721,29.3129,9.55586,45.2726,18.793,19.0351,1655.17,55.9871,7.93101,60.7706,54.9365,52.7944,21.8153,160.263,31.0168,11.7561,394.762,8.99596,12.37,18.2889,45.128,10.397,29.1311,19.838,Autism
28.2369,14.7354,28.9777,15.0058,429.441,40.724,149.175,16.402,8.28391,8.05544,34.5113,35.2277,9.91106,11.8393,13.269,7.22101,115.199,1164.94,23.9051,671.964,42.754,42.4997,107.218,28.2933,69.3161,81.0781,17.0062,1781.71,1081.76,324.645,58.089,320.869,17.4213,11.9565,1139.18,45.5945,391.09,47.0454,139.649,44.3525,17.7413,24.0695,48.2734,136.898,219.246,127.821,54.8655,75.3462,1565.36,289.478,16.5153,24.6679,5.67539,14.6778,130.125,166.706,54.3789,7.87555,269.635,599.239,154.423,56.286,53.1131,39.814,539.83,6.56652,15.8339,41.5489,47.1662,7.94314,11.8488,6.83848,27.0812,158.725,26.1884,18.5248,40.0427,65.6809,22.2213,12.9309,56.7406,14.6845,9.81077,1942.37,73.1805,8.68852,59.1896,47.6679,46.4995,20.0004,221.122,26.8684,11.8996,485.078,8.30916,10.8837,14.0097,33.2719,9.29912,31.231,22.4554,Autism
36.323,14.8454,26.2697,13.6898,301.241,51.0391,151.851,13.3962,10.6729,6.49548,32.5852,51.1535,15.4871,19.2475,18.9874,6.75411,138.342,852.768,16.5032,625.536,52.5496,26.3718,115.24,25.6079,73.1985,177.924,18.7428,861.735,1107.28,410.447,34.2959,106.388,17.6772,15.3988,1180.58,62.9425,314.202,49.9127,182.752,57.0228,12.7906,33.5038,91.4554,174.78,157.981,99.7217,48.6439,144.513,1359.68,217.879,16.8778,41.9782,5.60006,24.996,77.9032,180.869,68.7379,8.70507,256.275,344.149,192.547,71.419,47.9735,63.362,91.4526,7.63376,27.5018,33.0164,68.6985,7.56751,13.2102,5.93599,37.1803,159.218,55.5245,18.0068,54.8515,63.6825,15.2459,9.12692,68.5592,20.0743,10.5697,1371.53,98.8991,7.77195,86.1314,36.6792,55.497,20.4675,114.447,45.8685,17.6595,313.89,10.6292,10.3976,19.303,56.4371,11.0944,51.299,22.1998,Autism
29.1312,20.3024,29.7363,16.51,427.682,55.1449,219.236,19.113,8.01795,5.88392,26.16,38.8963,17.1217,12.7753,11.8653,7.40034,119.299,948.724,26.7315,1020.76,41.5896,38.2857,108.074,22.835,63.2266,101.375,16.5811,1192.96,1090.53,579.934,77.8346,185.22,15.7799,13.9784,1294.2,57.9254,416.835,87.2753,173.981,52.326,13.5104,20.8312,53.6504,130.012,274.356,146.355,66.5898,69.0078,1196.35,318.368,13.6243,25.3359,5.63446,19.4355,124.968,232.028,55.3261,9.05886,383.548,461.83,150.724,59.6057,62.2663,40.0611,272.056,5.51988,17.7118,31.8053,45.4686,8.18724,10.412,5.97695,31.3277,142.341,25.4198,16.5903,43.5603,59.9427,35.838,12.7313,59.5795,13.4783,15.9313,1590.09,49.6457,7.93738,48.5368,57.0717,51.1575,16.2672,182.758,29.4201,12.9298,458.552,9.62803,13.5329,16.4706,41.8085,8.40373,25.5837,22.5974,Autism
22.7882,19.3693,25.0231,18.1577,328.856,45.355,215.258,22.5852,13.2835,7.13368,26.7391,30.4149,11.8021,14.4036,19.168,8.72008,119.799,1096.54,25.532,680.238,48.72,28.0698,77.3571,21.293,61.7629,60.2989,18.3312,1371.78,1095.98,480.835,60.9171,357.937,15.0623,16.0324,1212.49,56.7193,538.967,92.3202,183.322,57.8078,12.9718,20.3389,61.2086,126.304,248.342,132.623,65.1089,70.884,1644.76,348.3,14.0365,32.6248,5.08446,21.9652,113.165,233.748,45.8117,9.60511,372.046,467.711,117.368,57.9766,64.3113,39.2082,477.922,6.83787,15.792,31.1741,49.1736,7.32873,14.0121,5.45317,23.8065,183.321,22.8909,28.8256,38.4663,63.3083,36.1455,10.0698,60.1558,11.4405,10.8246,1527.9,76.4616,9.96303,54.4147,52.2086,64.3071,23.6896,178.005,39.1687,15.4454,465.75,7.65628,9.43367,16.4494,42.4412,10.2619,47.9328,20.9029,Autism
34.0903,20.1491,32.5046,13.915,372.67,47.3313,151.377,18.6586,10.1096,8.00162,40.0383,51.106,22.0376,20.2457,12.6543,7.2442,74.3183,850.237,16.4759,579.301,53.9042,24.9979,139.804,32.4024,65.8769,115.81,16.7565,1026.28,1264.34,546.045,60.7149,136.062,19.589,17.2095,1379.95,59.9334,433.952,87.3762,147.968,59.4099,13.8594,31.4036,54.5013,159.585,135.378,93.8808,34.3769,112.881,1293.6,256.294,17.6888,22.3874,5.48993,21.9489,102.946,206.59,53.9591,10.3097,251.68,347.912,183.874,65.2472,50.9452,52.5976,436.907,7.19278,21.5267,35.2987,45.8491,6.98294,12.2937,5.76325,36.5121,134.886,32.2848,22.1395,42.7471,77.4674,21.4989,10.3358,59.4099,20.1852,9.75355,1624.35,80.8282,8.51153,50.9515,43.8633,57.5871,26.4955,145.335,34.3191,15.2616,382.732,12.8246,10.3668,19.8779,49.6458,9.78811,38.1203,21.3927,Autism
30.7731,14.6771,33.3041,13.2622,406.157,48.2747,170.389,21.8968,8.48613,6.81415,26.2601,30.8933,18.6399,15.0231,12.3586,9.15034,97.3027,915.419,26.3778,689.487,41.0669,24.2987,104.48,23.154,53.3358,88.2766,15.4252,1121.3,1172.3,511.608,72.1352,298.756,18.7646,12.0791,1199.67,55.1999,389.334,128.094,106.935,45.6335,13.1887,24.3997,55.7209,145.501,221.505,145.616,64.7734,76.6513,1770.3,330.543,17.682,29.3647,4.94495,17.1459,180.584,227.813,45.9976,8.24097,401.358,477.503,117.899,53.761,55.9891,46.4937,557.209,6.44227,23.2904,26.9408,38.6521,8.94214,11.2345,6.1154,33.1815,123.434,33.6947,17.1297,49.2506,59.2471,26.8195,8.91291,55.0931,13.1205,14.2454,1478.81,64.7719,7.75187,65.0321,55.027,63.9531,21.7143,164.78,34.4123,12.5136,393.243,9.3104,9.39698,18.1768,37.3756,8.05857,35.123,17.3276,Autism
37.7583,17.9575,29.0269,11.7125,233.201,84.7854,141.668,16.3112,8.54933,8.16797,37.9852,50.3714,18.7713,12.4996,16.5008,7.39304,98.695,506.536,18.2724,291.837,60.4957,15.4542,110.045,26.3579,72.6947,112.937,18.4793,1228.97,979.181,433.308,53.6016,302.226,19.9662,15.8737,1637.14,43.3668,349.194,56.9372,163.71,57.3559,12.5153,26.1684,57.9956,107.995,165.781,157.271,51.7752,103.228,1131.27,237.933,16.0979,24.4765,5.65608,26.7372,102.562,152.208,59.2324,8.89398,306.51,309.243,211.725,61.4087,66.7123,53.1301,79.308,6.67766,20.6436,34.2878,47.3715,9.89061,12.8523,5.97535,40.4665,140.926,23.6252,21.5482,74.0791,74.9193,23.5536,12.8972,70.0351,23.913,13.8235,1081.22,83.4078,7.06978,59.2929,36.7868,72.66,20.5375,72.5163,36.8505,19.4975,497.824,9.35288,10.154,22.651,50.278,10.0924,37.707,25.1278,Autism
40.4716,20.4396,25.3445,19.2713,212.276,55.6003,131.197,16.7694,8.68925,6.49735,27.925,48.7693,18.6289,27.0548,15.8496,6.72785,70.9025,673.863,17.4138,353.108,32.2528,20.1842,100.01,21.9043,47.4384,117.279,17.4627,938.622,1348.18,347.917,56.6764,198.782,22.8997,16.0582,1470.84,71.2979,202.614,57.5433,176.542,46.3637,13.7787,26.9873,83.0939,154.473,205.837,140.968,42.1433,102.703,826.654,252.392,20.7253,30.138,5.351,20.7848,116.197,204.464,62.6014,8.93345,256.844,192.212,166.77,64.9575,57.3907,47.2083,74.4104,7.02677,19.1767,36.1889,44.5842,7.89344,16.0832,6.21647,43.5937,146.324,27.1604,22.3176,57.7938,70.8046,17.779,8.73766,66.5973,18.1743,11.713,1084.82,125.938,9.09927,66.003,37.3564,54.2459,24.3153,88.4822,29.1407,17.0053,297.709,8.94777,12.0447,17.922,38.2278,8.83309,36.0951,22.8262,Autism
